Date,Reported Cause of Incident,cause_sub ,State,County,Operator ID,Operator Name,System Type,Report ID,Fatalities,Injuries,Cost_Reported,Total Cost Current Year Dollars,b_spilled,b_lost
02/15/2019,CORROSION,INTERNAL,TX,MONTAGUE,39887,"TEXOMA CRUDE OIL PIPELINE CO., LLC",HAZARDOUS LIQUID,20190135,0,0,14688,14688,0,0
,INCORRECT OPERATION,INCORRECT INSTALLATION,NJ,HUDSON,39149,IMTT-BAYONNE,HAZARDOUS LIQUID,20190082,0,0,7264,7264,1,0
,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,TX,TARRANT,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,20190083,0,0,3570,3570,1,0
02/16/2019,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,UT,SALT LAKE COUNTY,12876,DOMINION ENERGY UTAH/WYOMING/IDAHO,GAS DISTRIBUTION,20190028,0,0,659750,659750,0,0
,,VEHICLE NOT ENGAGED IN EXCAVATION,MN,OLMSTED,32198,MINNESOTA ENERGY RESOURCES CORPORATION,GAS DISTRIBUTION,20190025,0,0,201463,201463,0,0
02/18/2019,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,OK,ROGERS,32147,MARATHON PIPE LINE LLC,HAZARDOUS LIQUID,20190086,0,0,1100275,1100275,"1,780",60
,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,VA,FAIRFAX,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,GAS TRANSMISSION,20190029,0,0,288293,288293,0,0
02/19/2019,CORROSION,INTERNAL,CA,VENTURA,32103,CRIMSON PIPELINE L.P.,HAZARDOUS LIQUID,20190123,0,0,113751,113751,21,2
,INCORRECT OPERATION,INCORRECT INSTALLATION,NJ,MIDDLESEX,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",HAZARDOUS LIQUID,20190088,0,0,434336,434336,71,71
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,MI,MACOMB,2748,CONSUMERS ENERGY CO,GAS TRANSMISSION,20190030,0,0,38528,38528,0,0
02/20/2019,INCORRECT OPERATION,INCORRECT EQUIPMENT,MT,FALLON,39440,DOUBLE H,HAZARDOUS LIQUID,20190091,0,0,85036,85036,1,0
,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,TX,HUTCHINSON,31684,PHILLIPS 66 PIPELINE LLC,HAZARDOUS LIQUID,20190087,0,0,31550,31550,11,0
02/21/2019,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,GA,GORDON,18516,SOUTHERN NATURAL GAS CO,GAS TRANSMISSION,20190031,0,0,138941,138941,0,0
02/22/2019,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,OK,OKLAHOMA,31286,"ONEOK GAS TRANSPORTATION, LLC",GAS TRANSMISSION,20190045,0,0,76881,76881,0,0
02/24/2019,INCORRECT OPERATION,INCORRECT INSTALLATION,TX,JEFFERSON,39706,SUNOCO PARTNERS MARKETING & TERMINALS LP,HAZARDOUS LIQUID,20190089,0,0,1320,1320,2,0
02/25/2019,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,KS,BARTON,9175,JAYHAWK PIPELINE LLC,HAZARDOUS LIQUID,20190092,0,0,7920,7920,4,0
02/26/2019,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MD,PRINCE GEORGE'S COUNTY,22182,WASHINGTON GAS LIGHT CO,GAS DISTRIBUTION,20190032,0,0,64036,64036,0,0
,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,TX,HARRIS,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20190090,0,0,13000,13000,1,0
02/27/2019,INCORRECT OPERATION,OTHER INCORRECT OPERATION,LA,,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20190085,0,0,4060,4060,1,0
,MATERIAL/WELD/EQUIP FAILURE,FUSION JOINT,TX,WILLIAMSON,31348,ATMOS ENERGY CORPORATION - MID-TEX,GAS DISTRIBUTION,20190031,0,0,4821,4821,0,0
,,OTHER EQUIPMENT FAILURE,ID,,8160,INTERMOUNTAIN GAS CO,LIQUEFIED NATURAL GAS,20190002,0,0,10000,10000,0,0
,,,WI,DOUGLAS,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HAZARDOUS LIQUID,20190098,0,0,16284,16284,0,0
02/28/2019,INCORRECT OPERATION,OTHER INCORRECT OPERATION,OK,GARNVIN,31579,"MAGELLAN PIPELINES HOLDINGS, LP",HAZARDOUS LIQUID,20190095,0,0,6060,6060,1,0
,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,ID,ADA,13845,NORTHWEST PIPELINE LLC,GAS TRANSMISSION,20190033,0,0,53020,53020,0,0
,,PUMP OR PUMP-RELATED EQUIPMENT,TX,MIDLAND,31888,CENTURION PIPELINE L.P.,HAZARDOUS LIQUID,20190097,0,0,4570,4570,1,0
,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,CA,EL DORADO,18536,SOUTHWEST GAS CORP,GAS DISTRIBUTION,20190033,0,0,138298,138298,0,0
03/01/2019,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,OCS,,31174,"SHELL PIPELINE CO., L.P.",HAZARDOUS LIQUID,20190099,0,0,800000,800000,0,0
,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,TN,BLOUNT,4070,"EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)",GAS TRANSMISSION,20190034,0,0,594,594,0,0
03/02/2019,INCORRECT OPERATION,INCORRECT INSTALLATION,TX,MIDLAND,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20190100,0,0,3645,3645,1,0
,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,TX,CONCHO,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20190101,0,0,212,212,2,0
03/03/2019,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,MO,AUDRAIN,15105,PANHANDLE EASTERN PIPELINE CO,GAS TRANSMISSION,20190039,0,0,1502052,1502052,0,0
,,NON-THREADED CONNECTION FAILURE,TX,KARNES,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20190094,0,0,16350,16350,1,0
,,OTHER EQUIPMENT FAILURE,LA,PALQUAMINES,31174,"SHELL PIPELINE CO., L.P.",HAZARDOUS LIQUID,20190093,0,0,6020,6020,1,0
03/04/2019,CORROSION,EXTERNAL,LA,DESOTO,32005,"ENLINK PROCESSING SERVICES, LLC",GAS TRANSMISSION,20190036,0,0,131964,131964,0,0
,INCORRECT OPERATION,OTHER INCORRECT OPERATION,SC,ANDERSON,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20190106,0,0,3012,3012,0,0
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TX,SAN SABA,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20190103,0,0,4355600,4355600,750,100
,,NON-THREADED CONNECTION FAILURE,MT,JUDITH BASIN COUNTY,32283,"FRONT RANGE PIPELINE, LLC.",HAZARDOUS LIQUID,20190104,0,0,256850,256850,417,1
03/05/2019,CORROSION,EXTERNAL,TX,TITUS,26061,"DELEK CRUDE LOGISTICS, LLC.",HAZARDOUS LIQUID,20190109,0,0,15000,15000,2,1
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NY,KINGS,1800,KEYSPAN ENERGY DELIVERY - NY CITY,GAS DISTRIBUTION,20190034,0,0,53195,53195,0,0
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,LA,CAMERON,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),GAS TRANSMISSION,20190041,0,0,235568,235568,0,0
,,OTHER EQUIPMENT FAILURE,CA,KERN,39534,TORRANCE VALLEY PIPELINE COMPANY LLC,HAZARDOUS LIQUID,20190113,0,0,4793,4793,0,0
03/06/2019,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NC,ROCKINGHAM,15518,PIEDMONT NATURAL GAS CO INC,GAS DISTRIBUTION,20190036,0,0,181655,181655,0,0
,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,AR,COLUMBIA,602,"ENABLE GAS TRANSMISSION, LLC",GAS TRANSMISSION,20190037,0,0,29000,29000,0,0
,,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,FL,OSCEOLA,39167,"SABAL TRAIL TRANSMISSION, LLC (SPECTRA ENERGY PARTNERS, LP)",GAS TRANSMISSION,20190038,0,0,59458,59458,0,0
,,PUMP OR PUMP-RELATED EQUIPMENT,CA,KERN,39534,TORRANCE VALLEY PIPELINE COMPANY LLC,HAZARDOUS LIQUID,20190114,0,0,7603,7603,4,0
,,THREADED CONNECTION/COUPLING FAILURE,WY,WESTON,32537,WYOMING PIPELINE COMPANY,HAZARDOUS LIQUID,20190112,0,0,34000,34000,142,0
03/07/2019,CORROSION,INTERNAL,OK,STEPHENS COUNTY,39887,"TEXOMA CRUDE OIL PIPELINE CO., LLC",HAZARDOUS LIQUID,20190111,0,0,800000,800000,"1,250",173
,INCORRECT OPERATION,INCORRECT INSTALLATION,IN,GIBSON,31618,ENTERPRISE PRODUCTS OPERATING LLC,HAZARDOUS LIQUID,20190108,0,0,1775,1775,1,0
,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,ND,WILLIAMS,39012,"SUMMIT MIDSTREAM PARTNERS, LLC",HAZARDOUS LIQUID,20190102,0,0,3842,3842,1,0
03/09/2019,CORROSION,EXTERNAL,MI,OAKLAND,2748,CONSUMERS ENERGY CO,GAS DISTRIBUTION,20190037,0,0,61055,61055,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,IA,DES MOINES,8170,ALLIANT ENERGY - INTERSTATE POWER AND LIGHT COMPANY,GAS DISTRIBUTION,20190035,0,0,91393,91393,0,0
03/10/2019,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,KS,KINGMAN,32109,"ONEOK NGL PIPELINE, LLC",HAZARDOUS LIQUID,20190110,0,0,7921,7921,0,0
03/11/2019,CORROSION,INTERNAL,OK,CARTER,39887,"TEXOMA CRUDE OIL PIPELINE CO., LLC",HAZARDOUS LIQUID,20190117,0,0,96500,96500,25,5
,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,TX,SCURRY,39183,"MEDALLION OPERATING COMPANY, LLC",HAZARDOUS LIQUID,20190121,0,0,33940,33940,3,0
03/12/2019,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,OK,COAL,39823,TARGA DOWNSTREAM LLC,HAZARDOUS LIQUID,20190107,0,0,6005,6005,0,0
03/13/2019,CORROSION,INTERNAL,TX,REAGAN,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20190122,0,0,42050,42050,125,15
,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,CO,WELD,31352,WHITING PETROLEUM CORP,HAZARDOUS LIQUID,20190096,0,0,1025,1025,0,0
03/15/2019,CORROSION,EXTERNAL,OK,PAYNE,39145,ENBRIDGE STORAGE (CUSHING) L.L.C.,HAZARDOUS LIQUID,20190116,0,0,30353,30353,0,0
,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,TX,REAGAN,39183,"MEDALLION OPERATING COMPANY, LLC",HAZARDOUS LIQUID,20190126,0,0,3465,3465,1,0
03/16/2019,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",WI,DOUGLAS,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HAZARDOUS LIQUID,20190120,0,0,49133,49133,2,0
,,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TX,HARRIS,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",HAZARDOUS LIQUID,20190124,0,0,8504,8504,4,0
03/17/2019,CORROSION,INTERNAL,TX,CRANE,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20190131,0,0,95803,95803,95,15
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TX,JEFFERSON,4900,KINDER MORGAN TEJAS PIPELINE,GAS TRANSMISSION,20190043,0,0,22345,22345,0,0
03/18/2019,CORROSION,INTERNAL,TX,GREGG,12470,MID - VALLEY PIPELINE CO,HAZARDOUS LIQUID,20190119,0,0,15719,15719,10,0
,INCORRECT OPERATION,INCORRECT EQUIPMENT,OH,LICKING,32147,MARATHON PIPE LINE LLC,HAZARDOUS LIQUID,20190118,0,0,11694,11694,1,1
,NATURAL FORCE DAMAGE,TEMPERATURE,MO,CHARITON,31720,"EXPRESS HOLDINGS (USA), LLC",HAZARDOUS LIQUID,20190130,0,0,565100,565100,27,0
03/19/2019,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,CA,SOLANO,32223,VALERO REFINING COMPANY - CALIFORNIA,HAZARDOUS LIQUID,20190115,0,0,40050,40050,1,0
,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,MO,NOT WITHIN A COUNTY OR PARISH,11032,SPIRE MISSOURI INC. EAST,GAS TRANSMISSION,20190048,0,0,62786,62786,0,0
03/20/2019,MATERIAL/WELD/EQUIP FAILURE,MECHANICAL FITTING,MT,DAWSON,12684,MONTANA - DAKOTA UTILITIES CO,GAS DISTRIBUTION,20190038,0,1,239001,239001,0,0
,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,IA,WEBSTER,13750,NORTHERN NATURAL GAS CO,GAS TRANSMISSION,20190042,0,0,252600,252600,0,0
03/21/2019,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,FL,MIAMI DADE,5304,FLORIDA GAS TRANSMISSION CO,GAS TRANSMISSION,20190047,0,0,262526,262526,0,0
,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,NE,WASHINGTON,31618,ENTERPRISE PRODUCTS OPERATING LLC,HAZARDOUS LIQUID,20190129,0,0,2745300,2745300,118,118
03/22/2019,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,KY,BOONE,12470,MID - VALLEY PIPELINE CO,HAZARDOUS LIQUID,20190132,0,0,1030,1030,0,0
03/24/2019,CORROSION,INTERNAL,OCS,,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,GAS GATHERING,20190050,0,0,352503,352503,0,0
03/25/2019,CORROSION,EXTERNAL,TX,HARRIS,31580,"MAGELLAN TERMINALS HOLDINGS, LP",HAZARDOUS LIQUID,20190134,0,0,215888,215888,5,0
,,,VA,RICHMOND,2616,"COLUMBIA GAS TRANSMISSION, LLC",UNDERGROUND NATURAL GAS STORAGE,20190052,0,0,830220,830220,0,0
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,KS,HARVEY,31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",GAS TRANSMISSION,20190046,0,0,22355,22355,0,0
03/27/2019,INCORRECT OPERATION,INCORRECT INSTALLATION,WY,CROOK,1248,BELLE FOURCHE PIPELINE CO,HAZARDOUS LIQUID,20190136,0,0,1600,1600,3,0
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TX,KLEBERG,32099,ENERGY TRANSFER COMPANY,GAS TRANSMISSION,20190051,0,0,20000,20000,0,0
,,OTHER PIPE/WELD/JOINT FAILURE,OK,KAY,14210,"OKLAHOMA NATURAL GAS COMPANY, A DIVISION OF ONE GAS, INC.",GAS DISTRIBUTION,20190041,1,1,26072,26072,0,0
03/28/2019,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,PA,YORK,2600,COLUMBIA GAS OF PENNSYLVANIA,GAS DISTRIBUTION,20190043,0,0,34936,34936,0,0
,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,MO,ST. LOUIS,31684,PHILLIPS 66 PIPELINE LLC,HAZARDOUS LIQUID,20190137,0,0,474186,474186,3,3
03/29/2019,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,NJ,OCEAN,13299,NEW JERSEY NATURAL GAS CO,GAS DISTRIBUTION,20190039,0,0,101450,101450,0,0
03/30/2019,INCORRECT OPERATION,OTHER INCORRECT OPERATION,OK,KIOWA,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,20190133,0,0,30007,30007,0,0
03/31/2019,CORROSION,EXTERNAL,NC,JOHNSTON,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20190145,0,0,1551286,1551286,15,6
,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,MN,ST. LOUIS,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20190140,0,0,163100,163100,5,0
04/01/2019,INCORRECT OPERATION,OTHER INCORRECT OPERATION,TX,GALVESTON,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20190127,0,0,300,300,0,0
,MATERIAL/WELD/EQUIP FAILURE,COMPRESSION FITTING,TX,BEXAR,18104,CPS ENERGY,GAS DISTRIBUTION,20190044,0,1,15020,15020,0,0
04/02/2019,CORROSION,INTERNAL,TX,ATASCOSA,39666,FORMULA MIDSTREAM PARTNERS LLC,HAZARDOUS LIQUID,20190139,0,0,1760186,1760186,10,0
,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NJ,OCEAN,13299,NEW JERSEY NATURAL GAS CO,GAS DISTRIBUTION,20190040,0,0,130233,130233,0,0
,,PREVIOUS DAMAGE DUE TO EXCAVATION,IN,CLAY,32147,MARATHON PIPE LINE LLC,HAZARDOUS LIQUID,20190138,0,0,882582,882582,112,104
,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,IL,MADISON,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,20190142,0,0,1163,1163,0,0
,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,CO,WELD,31130,DCP MIDSTREAM,GAS GATHERING,20190049,0,0,381431,381431,0,0
04/03/2019,ALL OTHER CAUSES,UNKNOWN,CO,SUMMIT,15931,PUBLIC SERVICE CO OF COLORADO,GAS DISTRIBUTION,20190045,0,1,72062,72062,0,0
,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",CA,SACRAMENTO,15007,PACIFIC GAS & ELECTRIC CO,GAS TRANSMISSION,20190055,0,0,201758,201758,0,0
04/04/2019,CORROSION,INTERNAL,WI,DOUGLAS,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HAZARDOUS LIQUID,20190144,0,0,237599,237599,2,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,PA,DAUPHIN,20010,"UGI UTILITIES, INC",GAS DISTRIBUTION,20190046,0,0,61000,61000,0,0
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TN,ANDERSON,4070,"EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)",GAS TRANSMISSION,20190054,0,0,8720,8720,0,0
04/05/2019,ALL OTHER CAUSES,UNKNOWN,PA,DAUPHIN,20010,"UGI UTILITIES, INC",GAS DISTRIBUTION,20190048,0,1,57100,57100,0,0
,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,IN,LAKE,1845,"BUCKEYE PARTNERS, LP",HAZARDOUS LIQUID,20190146,0,0,33661,33661,1,0
04/07/2019,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,CO,PITKIN,17620,ROCKY MOUNTAIN NATURAL GAS LLC,UNDERGROUND NATURAL GAS STORAGE,20190056,0,0,505700,505700,0,0
04/08/2019,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,TX,HARRIS,39504,"MAGELLAN CRUDE OIL PIPELINE COMPANY, L.P.",HAZARDOUS LIQUID,20190148,0,0,5533,5533,1,0
04/09/2019,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,TN,DAVIDSON,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20190150,0,0,0,0,341,256
04/10/2019,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NC,DURHAM,15938,PUBLIC SERVICE CO OF NORTH CAROLINA,GAS DISTRIBUTION,20190049,2,5,20023301,20023301,0,0
04/11/2019,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NM,CHAVES,31555,KINDER MORGAN CO2 CO. LP,HAZARDOUS LIQUID,20190147,0,0,373,373,38,38
,,NON-THREADED CONNECTION FAILURE,TX,HARRIS,4805,EXPLORER PIPELINE CO,HAZARDOUS LIQUID,20190151,0,0,325250,325250,6,0
,,PUMP OR PUMP-RELATED EQUIPMENT,TX,JONES,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",HAZARDOUS LIQUID,20190143,0,0,28087,28087,1,0
04/13/2019,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,CA,KERN,39534,TORRANCE VALLEY PIPELINE COMPANY LLC,HAZARDOUS LIQUID,20190152,0,0,10798,10798,28,0
04/15/2019,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",OK,TULSA,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20190153,0,0,111500,111500,13,0
,,THREADED CONNECTION/COUPLING FAILURE,IL,MADISON,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,20190156,0,0,190686,190686,2,0
04/16/2019,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",NM,SANTA FE,31618,ENTERPRISE PRODUCTS OPERATING LLC,HAZARDOUS LIQUID,20190154,0,0,89650,89650,0,0
04/17/2019,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NV,CLARK COUNTY,18536,SOUTHWEST GAS CORP,GAS DISTRIBUTION,20190051,0,0,82175,82175,0,0
,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,KS,JOOHNSON,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20190155,0,0,32561,32561,1,0
,NATURAL FORCE DAMAGE,LIGHTNING,MN,SCOTT,12350,"CENTERPOINT ENERGY RESOURCES CORP., DBA CENTERPOINT ENERGY MINNESOTA GAS",GAS DISTRIBUTION,20190077,0,0,135508,135508,0,0
,,,,,30967,GREATER MINNESOTA GAS INC.,GAS DISTRIBUTION,20190050,0,0,60417,60417,0,0
04/18/2019,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,TX,KARNES COUNTY,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20190159,0,0,150,150,0,0
04/19/2019,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,CA,CONTRA COSTA,2731,CHEVRON PIPE LINE CO,HAZARDOUS LIQUID,20190160,0,0,1500,1500,16,0
,,,TX,NUECES,4900,KINDER MORGAN TEJAS PIPELINE,GAS TRANSMISSION,20190058,0,0,29364,29364,0,0
04/20/2019,CORROSION,INTERNAL,TX,KARNES,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,20190162,0,0,193846,193846,56,4
04/21/2019,CORROSION,INTERNAL,LA,TERREBONNE,31174,"SHELL PIPELINE CO., L.P.",HAZARDOUS LIQUID,20190141,0,0,119946,119946,14,0
,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,TX,HARRIS,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,20190158,0,0,44780,44780,4,0
04/22/2019,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,TX,WISE,31348,ATMOS ENERGY CORPORATION - MID-TEX,GAS TRANSMISSION,20190061,0,0,349112,349112,0,0
,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,OCS,,2731,CHEVRON PIPE LINE CO,HAZARDOUS LIQUID,20190164,0,0,52000,52000,0,0
04/23/2019,ALL OTHER CAUSES,UNKNOWN,LA,FRANKLIN,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20190171,0,0,362897,362897,89,0
,CORROSION,INTERNAL,OK,GRADY,300,"PLAINS PIPELINE, L.P.",HAZARDOUS LIQUID,20190168,0,0,4082,4082,1,0
,INCORRECT OPERATION,INCORRECT VALVE POSITION,IN,HUNTINGTON,1845,"BUCKEYE PARTNERS, LP",HAZARDOUS LIQUID,20190161,0,0,0,0,0,0
,,OTHER INCORRECT OPERATION,MD,GARRETT,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",GAS TRANSMISSION,20190059,0,0,8374,8374,0,0
,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,LA,MOREHOUSE,19270,"TEXAS GAS TRANSMISSION, LLC",GAS TRANSMISSION,20190057,0,0,75464,75464,0,0
04/24/2019,OTHER OUTSIDE FORCE DAMAGE,INTENTIONAL DAMAGE,MN,LYON,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,20190166,0,0,984784,984784,93,15
04/25/2019,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,TX,HENDERSON,22442,WEST TEXAS GULF PIPELINE CO,HAZARDOUS LIQUID,20190165,0,0,7000,7000,2,0
04/26/2019,INCORRECT OPERATION,INCORRECT VALVE POSITION,IL,HAMILTON,26049,"COUNTRYMARK REFINING AND LOGISTICS, LLC",HAZARDOUS LIQUID,20190157,0,0,4552,4552,1,0
04/27/2019,CORROSION,EXTERNAL,AK,KENAI PENINSULA BOROUGH,32645,"HILCORP ALASKA, LLC",GAS TRANSMISSION,20190062,0,0,1500050,1500050,0,0
,INCORRECT OPERATION,OTHER INCORRECT OPERATION,MD,GARRETT,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",GAS TRANSMISSION,20190060,0,0,8876,8876,0,0
,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,NJ,BURLINGTON,2552,COLONIAL PIPELINE CO,HAZARDOUS LIQUID,20190170,0,0,21735,21735,0,0
04/29/2019,INCORRECT OPERATION,INCORRECT VALVE POSITION,NY,OSWEGO,13480,NIAGARA MOHAWK POWER CORP,GAS DISTRIBUTION,20190052,0,0,8957,8957,0,0
,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,AR,CLAY,31618,ENTERPRISE PRODUCTS OPERATING LLC,HAZARDOUS LIQUID,20190163,0,0,53,53,0,0
